series,timestamp,value,label
series_a,2019-01-14T17:36:37.000Z,21.3125,
series_b,2019-01-14T17:36:37.000Z,2.125,
series_c,2019-01-14T17:36:37.000Z,83.5625,
series_a,2019-01-14T17:41:37.000Z,21.75,
series_b,2019-01-14T17:41:37.000Z,53.625,
series_c,2019-01-14T17:41:37.000Z,84.75,
series_a,2019-01-14T17:46:37.000Z,21.75,
series_b,2019-01-14T17:46:37.000Z,69.5,
series_c,2019-01-14T17:46:37.000Z,48.5625,
series_a,2019-01-14T17:51:37.000Z,20.4375,
series_b,2019-01-14T17:51:37.000Z,79.0625,
series_c,2019-01-14T17:51:37.000Z,-33.375,
series_a,2019-01-14T17:56:37.000Z,20.1875,
series_b,2019-01-14T17:56:37.000Z,94.6875,
series_c,2019-01-14T17:56:37.000Z,36.25,
series_a,2019-01-14T18:01:37.000Z,20.0625,
series_b,2019-01-14T18:01:37.000Z,133.3125,
series_c,2019-01-14T18:01:37.000Z,153.0625,
series_a,2019-01-14T18:06:37.000Z,21.6875,
series_b,2019-01-14T18:06:37.000Z,86.4375,
series_c,2019-01-14T18:06:37.000Z,80.875,
series_a,2019-01-14T18:11:37.000Z,21.0625,
series_b,2019-01-14T18:11:37.000Z,155.5625,
series_c,2019-01-14T18:11:37.000Z,242,
series_a,2019-01-14T18:16:37.000Z,21.25,
series_b,2019-01-14T18:16:37.000Z,130.3125,
series_c,2019-01-14T18:16:37.000Z,93.1875,
series_a,2019-01-14T18:21:37.000Z,21.0625,
series_b,2019-01-14T18:21:37.000Z,121.3125,
series_c,2019-01-14T18:21:37.000Z,-142.1875,
series_a,2019-01-14T18:26:37.000Z,21.3125,
series_b,2019-01-14T18:26:37.000Z,119.875,
series_c,2019-01-14T18:26:37.000Z,12.75,
series_a,2019-01-14T18:31:37.000Z,21.375,
series_b,2019-01-14T18:31:37.000Z,90.625,
series_c,2019-01-14T18:31:37.000Z,-47.125,
series_a,2019-01-14T18:36:37.000Z,21.5625,
series_b,2019-01-14T18:36:37.000Z,129.375,
series_c,2019-01-14T18:36:37.000Z,-35.125,
series_a,2019-01-14T18:41:37.000Z,21.125,
series_b,2019-01-14T18:41:37.000Z,101.9375,
series_c,2019-01-14T18:41:37.000Z,158.8125,
series_a,2019-01-14T18:46:37.000Z,21.3125,
series_b,2019-01-14T18:46:37.000Z,104.875,
series_c,2019-01-14T18:46:37.000Z,191.8125,
series_a,2019-01-14T18:51:37.000Z,20.25,
series_b,2019-01-14T18:51:37.000Z,91.5625,
series_c,2019-01-14T18:51:37.000Z,260.875,
series_a,2019-01-14T18:56:37.000Z,18.875,
series_b,2019-01-14T18:56:37.000Z,90.1875,
series_c,2019-01-14T18:56:37.000Z,-7.9375,
series_a,2019-01-14T19:01:37.000Z,19.625,
series_b,2019-01-14T19:01:37.000Z,107.9375,
series_c,2019-01-14T19:01:37.000Z,-234.125,
series_a,2019-01-14T19:06:37.000Z,19.625,
series_b,2019-01-14T19:06:37.000Z,76.4375,
series_c,2019-01-14T19:06:37.000Z,-54.3125,
series_a,2019-01-14T19:11:37.000Z,19.5625,
series_b,2019-01-14T19:11:37.000Z,81.9375,
series_c,2019-01-14T19:11:37.000Z,-34.5625,
series_a,2019-01-14T19:16:37.000Z,18.4375,
series_b,2019-01-14T19:16:37.000Z,98.875,
series_c,2019-01-14T19:16:37.000Z,44.375,
series_a,2019-01-14T19:21:37.000Z,18.75,
series_b,2019-01-14T19:21:37.000Z,52.3125,
series_c,2019-01-14T19:21:37.000Z,228.4375,
series_a,2019-01-14T19:26:37.000Z,18.125,
series_b,2019-01-14T19:26:37.000Z,76.0625,
series_c,2019-01-14T19:26:37.000Z,14.9375,
series_a,2019-01-14T19:31:37.000Z,17.75,
series_b,2019-01-14T19:31:37.000Z,64.625,
series_c,2019-01-14T19:31:37.000Z,65.6875,
series_a,2019-01-14T19:36:37.000Z,17.875,
series_b,2019-01-14T19:36:37.000Z,62.1875,
series_c,2019-01-14T19:36:37.000Z,-7.5,
series_a,2019-01-14T19:41:37.000Z,17.25,
series_b,2019-01-14T19:41:37.000Z,31.8125,
series_c,2019-01-14T19:41:37.000Z,-84.375,
series_a,2019-01-14T19:46:37.000Z,17.125,
series_b,2019-01-14T19:46:37.000Z,67.1875,
series_c,2019-01-14T19:46:37.000Z,152.9375,
series_a,2019-01-14T19:51:37.000Z,16.875,
series_b,2019-01-14T19:51:37.000Z,40.375,
series_c,2019-01-14T19:51:37.000Z,228.4375,
series_a,2019-01-14T19:56:37.000Z,17,
series_b,2019-01-14T19:56:37.000Z,66.625,
series_c,2019-01-14T19:56:37.000Z,95.4375,
series_a,2019-01-14T20:01:37.000Z,16.625,
series_b,2019-01-14T20:01:37.000Z,52.8125,
series_c,2019-01-14T20:01:37.000Z,-233.875,
series_a,2019-01-14T20:06:37.000Z,16.3125,
series_b,2019-01-14T20:06:37.000Z,30.875,
series_c,2019-01-14T20:06:37.000Z,-43.1875,
series_a,2019-01-14T20:11:37.000Z,16.5,
series_b,2019-01-14T20:11:37.000Z,46.375,
series_c,2019-01-14T20:11:37.000Z,74.0625,
series_a,2019-01-14T20:16:37.000Z,16.125,
series_b,2019-01-14T20:16:37.000Z,31.875,
series_c,2019-01-14T20:16:37.000Z,100.25,
series_a,2019-01-14T20:21:37.000Z,16.1875,
series_b,2019-01-14T20:21:37.000Z,26.5625,
series_c,2019-01-14T20:21:37.000Z,158.25,
series_a,2019-01-14T20:26:37.000Z,16.0625,
series_b,2019-01-14T20:26:37.000Z,49.6875,
series_c,2019-01-14T20:26:37.000Z,-55.6875,
series_a,2019-01-14T20:31:37.000Z,16.0625,
series_b,2019-01-14T20:31:37.000Z,37.75,
series_c,2019-01-14T20:31:37.000Z,32.75,
series_a,2019-01-14T20:36:37.000Z,15.9375,
series_b,2019-01-14T20:36:37.000Z,39.5625,
series_c,2019-01-14T20:36:37.000Z,-124.5,
series_a,2019-01-14T20:41:37.000Z,16,
series_b,2019-01-14T20:41:37.000Z,45.5,
series_c,2019-01-14T20:41:37.000Z,68.5625,
series_a,2019-01-14T20:46:37.000Z,16,
series_b,2019-01-14T20:46:37.000Z,40.3125,
series_c,2019-01-14T20:46:37.000Z,7.5625,
series_a,2019-01-14T20:51:37.000Z,15.8125,
series_b,2019-01-14T20:51:37.000Z,38.3125,
series_c,2019-01-14T20:51:37.000Z,-70.625,
series_a,2019-01-14T20:56:37.000Z,15.3125,
series_b,2019-01-14T20:56:37.000Z,41.25,
series_c,2019-01-14T20:56:37.000Z,-108.1875,
series_a,2019-01-14T21:01:37.000Z,15.0625,
series_b,2019-01-14T21:01:37.000Z,51.625,
series_c,2019-01-14T21:01:37.000Z,-72.875,
series_a,2019-01-14T21:06:37.000Z,14.9375,
series_b,2019-01-14T21:06:37.000Z,33.125,
series_c,2019-01-14T21:06:37.000Z,97.6875,
series_a,2019-01-14T21:11:37.000Z,14.9375,
series_b,2019-01-14T21:11:37.000Z,38.25,
series_c,2019-01-14T21:11:37.000Z,24.625,
series_a,2019-01-14T21:16:37.000Z,15,
series_b,2019-01-14T21:16:37.000Z,36.5,
series_c,2019-01-14T21:16:37.000Z,44.625,
series_a,2019-01-14T21:21:37.000Z,15,
series_b,2019-01-14T21:21:37.000Z,34.25,
series_c,2019-01-14T21:21:37.000Z,-3.625,
series_a,2019-01-14T21:26:37.000Z,14.8125,
series_b,2019-01-14T21:26:37.000Z,15.8125,
series_c,2019-01-14T21:26:37.000Z,8.375,
series_a,2019-01-14T21:31:37.000Z,14.6875,
series_b,2019-01-14T21:31:37.000Z,26.25,
series_c,2019-01-14T21:31:37.000Z,92.1875,
series_a,2019-01-14T21:36:37.000Z,14.875,
series_b,2019-01-14T21:36:37.000Z,40.125,
series_c,2019-01-14T21:36:37.000Z,-105,
series_a,2019-01-14T21:41:37.000Z,14.6875,
series_b,2019-01-14T21:41:37.000Z,36.1875,
series_c,2019-01-14T21:41:37.000Z,18.5,
series_a,2019-01-14T21:46:37.000Z,14.8125,
series_b,2019-01-14T21:46:37.000Z,31.5625,
series_c,2019-01-14T21:46:37.000Z,65.8125,
series_a,2019-01-14T21:51:37.000Z,15.125,
series_b,2019-01-14T21:51:37.000Z,31.875,
series_c,2019-01-14T21:51:37.000Z,-90.125,
series_a,2019-01-14T21:56:37.000Z,14.8125,
series_b,2019-01-14T21:56:37.000Z,1.8125,
series_c,2019-01-14T21:56:37.000Z,170.4375,
series_a,2019-01-14T22:01:37.000Z,14.8125,
series_b,2019-01-14T22:01:37.000Z,36.8125,
series_c,2019-01-14T22:01:37.000Z,94.4375,
series_a,2019-01-14T22:06:37.000Z,14.875,
series_b,2019-01-14T22:06:37.000Z,32.5,
series_c,2019-01-14T22:06:37.000Z,-161,
series_a,2019-01-14T22:11:37.000Z,15,
series_b,2019-01-14T22:11:37.000Z,29.875,
series_c,2019-01-14T22:11:37.000Z,74.5,
series_a,2019-01-14T22:16:37.000Z,14.8125,
series_b,2019-01-14T22:16:37.000Z,13.375,
series_c,2019-01-14T22:16:37.000Z,-96.6875,
series_a,2019-01-14T22:21:37.000Z,14.8125,
series_b,2019-01-14T22:21:37.000Z,22.25,
series_c,2019-01-14T22:21:37.000Z,157.3125,
series_a,2019-01-14T22:26:37.000Z,14.8125,
series_b,2019-01-14T22:26:37.000Z,32.5625,
series_c,2019-01-14T22:26:37.000Z,-133.75,
series_a,2019-01-14T22:31:37.000Z,14.5,
series_b,2019-01-14T22:31:37.000Z,33.5625,
series_c,2019-01-14T22:31:37.000Z,186.9375,
series_a,2019-01-14T22:36:37.000Z,14.375,
series_b,2019-01-14T22:36:37.000Z,9,
series_c,2019-01-14T22:36:37.000Z,265.125,
series_a,2019-01-14T22:41:37.000Z,14.25,
series_b,2019-01-14T22:41:37.000Z,18.375,
series_c,2019-01-14T22:41:37.000Z,99.8125,
series_a,2019-01-14T22:46:37.000Z,14.125,
series_b,2019-01-14T22:46:37.000Z,29.1875,
series_c,2019-01-14T22:46:37.000Z,101.8125,
series_a,2019-01-14T22:51:37.000Z,13.875,
series_b,2019-01-14T22:51:37.000Z,12.875,
series_c,2019-01-14T22:51:37.000Z,-0.125,
series_a,2019-01-14T22:56:37.000Z,13.8125,
series_b,2019-01-14T22:56:37.000Z,24.75,
series_c,2019-01-14T22:56:37.000Z,8.75,
series_a,2019-01-14T23:01:37.000Z,13.6875,
series_b,2019-01-14T23:01:37.000Z,42.8125,
series_c,2019-01-14T23:01:37.000Z,-69.3125,
series_a,2019-01-14T23:06:37.000Z,13.6875,
series_b,2019-01-14T23:06:37.000Z,22.4375,
series_c,2019-01-14T23:06:37.000Z,143.5,
series_a,2019-01-14T23:11:37.000Z,13.375,
series_b,2019-01-14T23:11:37.000Z,36.8125,
series_c,2019-01-14T23:11:37.000Z,-0.3125,
series_a,2019-01-14T23:16:37.000Z,13.4375,
series_b,2019-01-14T23:16:37.000Z,8.1875,
series_c,2019-01-14T23:16:37.000Z,214.5625,
series_a,2019-01-14T23:21:37.000Z,13.25,
series_b,2019-01-14T23:21:37.000Z,29.9375,
series_c,2019-01-14T23:21:37.000Z,19.8125,
series_a,2019-01-14T23:26:37.000Z,13.3125,
series_b,2019-01-14T23:26:37.000Z,13.5,
series_c,2019-01-14T23:26:37.000Z,20.0625,
series_a,2019-01-14T23:31:37.000Z,13.0625,
series_b,2019-01-14T23:31:37.000Z,14.3125,
series_c,2019-01-14T23:31:37.000Z,14.0625,
series_a,2019-01-14T23:36:37.000Z,13.25,
series_b,2019-01-14T23:36:37.000Z,20.5,
series_c,2019-01-14T23:36:37.000Z,-1.9375,
series_a,2019-01-14T23:41:37.000Z,13.1875,
series_b,2019-01-14T23:41:37.000Z,13.3125,
series_c,2019-01-14T23:41:37.000Z,271.25,
series_a,2019-01-14T23:46:37.000Z,13.125,
series_b,2019-01-14T23:46:37.000Z,14.375,
series_c,2019-01-14T23:46:37.000Z,12.5625,
series_a,2019-01-14T23:51:37.000Z,12.875,
series_b,2019-01-14T23:51:37.000Z,11.5625,
series_c,2019-01-14T23:51:37.000Z,-152.4375,
series_a,2019-01-14T23:56:37.000Z,12.9375,
series_b,2019-01-14T23:56:37.000Z,43.8125,
series_c,2019-01-14T23:56:37.000Z,-8.3125,
series_a,2019-01-15T00:01:37.000Z,13.0625,
series_b,2019-01-15T00:01:37.000Z,18.9375,
series_c,2019-01-15T00:01:37.000Z,160.75,
series_a,2019-01-15T00:06:37.000Z,13,
series_b,2019-01-15T00:06:37.000Z,38.5625,
series_c,2019-01-15T00:06:37.000Z,214.5,
series_a,2019-01-15T00:11:37.000Z,13.0625,
series_b,2019-01-15T00:11:37.000Z,47,
series_c,2019-01-15T00:11:37.000Z,39.3125,
series_a,2019-01-15T00:16:37.000Z,12.625,
series_b,2019-01-15T00:16:37.000Z,19.875,
series_c,2019-01-15T00:16:37.000Z,244.8125,
series_a,2019-01-15T00:21:37.000Z,12.6875,
series_b,2019-01-15T00:21:37.000Z,15.1875,
series_c,2019-01-15T00:21:37.000Z,23.375,
series_a,2019-01-15T00:26:37.000Z,13.375,
series_b,2019-01-15T00:26:37.000Z,17.5625,
series_c,2019-01-15T00:26:37.000Z,79.3125,
series_a,2019-01-15T00:31:37.000Z,13.4375,
series_b,2019-01-15T00:31:37.000Z,24.0625,
series_c,2019-01-15T00:31:37.000Z,147.625,
series_a,2019-01-15T00:36:37.000Z,13.375,
series_b,2019-01-15T00:36:37.000Z,14.25,
series_c,2019-01-15T00:36:37.000Z,13.625,
series_a,2019-01-15T00:41:37.000Z,13.3125,
series_b,2019-01-15T00:41:37.000Z,29.0625,
series_c,2019-01-15T00:41:37.000Z,14,
series_a,2019-01-15T00:46:37.000Z,13.625,
series_b,2019-01-15T00:46:37.000Z,36.8125,
series_c,2019-01-15T00:46:37.000Z,113.9375,
series_a,2019-01-15T00:51:37.000Z,13.75,
series_b,2019-01-15T00:51:37.000Z,25.375,
series_c,2019-01-15T00:51:37.000Z,-44.8125,
series_a,2019-01-15T00:56:37.000Z,13.875,
series_b,2019-01-15T00:56:37.000Z,15.1875,
series_c,2019-01-15T00:56:37.000Z,-26.5,
series_a,2019-01-15T01:01:37.000Z,13.9375,
series_b,2019-01-15T01:01:37.000Z,32.3125,
series_c,2019-01-15T01:01:37.000Z,214.1875,
series_a,2019-01-15T01:06:37.000Z,14,
series_b,2019-01-15T01:06:37.000Z,4,
series_c,2019-01-15T01:06:37.000Z,175.625,
series_a,2019-01-15T01:11:37.000Z,13.75,
series_b,2019-01-15T01:11:37.000Z,19.125,
series_c,2019-01-15T01:11:37.000Z,30.875,
series_a,2019-01-15T01:16:37.000Z,13.9375,
series_b,2019-01-15T01:16:37.000Z,40.375,
series_c,2019-01-15T01:16:37.000Z,127.75,
series_a,2019-01-15T01:21:37.000Z,14,
series_b,2019-01-15T01:21:37.000Z,11.4375,
series_c,2019-01-15T01:21:37.000Z,-96.375,
series_a,2019-01-15T01:26:37.000Z,13.9375,
series_b,2019-01-15T01:26:37.000Z,18.75,
series_c,2019-01-15T01:26:37.000Z,187.8125,
series_a,2019-01-15T01:31:37.000Z,13.5625,
series_b,2019-01-15T01:31:37.000Z,21.1875,
series_c,2019-01-15T01:31:37.000Z,-160.875,
series_a,2019-01-15T01:36:37.000Z,13.8125,
series_b,2019-01-15T01:36:37.000Z,22.375,
series_c,2019-01-15T01:36:37.000Z,-19.6875,
series_a,2019-01-15T01:41:37.000Z,13.875,
series_b,2019-01-15T01:41:37.000Z,38,
series_c,2019-01-15T01:41:37.000Z,32.8125,
series_a,2019-01-15T01:46:37.000Z,13.1875,
series_b,2019-01-15T01:46:37.000Z,11.5625,
series_c,2019-01-15T01:46:37.000Z,77.25,
series_a,2019-01-15T01:51:37.000Z,12.5,
series_b,2019-01-15T01:51:37.000Z,21.25,
series_c,2019-01-15T01:51:37.000Z,122.0625,
series_a,2019-01-15T01:56:37.000Z,12.375,
series_b,2019-01-15T01:56:37.000Z,24.1875,
series_c,2019-01-15T01:56:37.000Z,129.6875,
series_a,2019-01-15T02:01:37.000Z,12.375,
series_b,2019-01-15T02:01:37.000Z,17.1875,
series_c,2019-01-15T02:01:37.000Z,45,
series_a,2019-01-15T02:06:37.000Z,12.3125,
series_b,2019-01-15T02:06:37.000Z,38.1875,
series_c,2019-01-15T02:06:37.000Z,-109.625,
series_a,2019-01-15T02:11:37.000Z,11.9375,
series_b,2019-01-15T02:11:37.000Z,0.8125,
series_c,2019-01-15T02:11:37.000Z,-3.125,
series_a,2019-01-15T02:16:37.000Z,11.375,
series_b,2019-01-15T02:16:37.000Z,25.75,
series_c,2019-01-15T02:16:37.000Z,-82.4375,
series_a,2019-01-15T02:21:37.000Z,11,
series_b,2019-01-15T02:21:37.000Z,26.125,
series_c,2019-01-15T02:21:37.000Z,150.4375,
series_a,2019-01-15T02:26:37.000Z,11.1875,
series_b,2019-01-15T02:26:37.000Z,24.125,
series_c,2019-01-15T02:26:37.000Z,107.5625,
series_a,2019-01-15T02:31:37.000Z,11.0625,
series_b,2019-01-15T02:31:37.000Z,27,
series_c,2019-01-15T02:31:37.000Z,162,
series_a,2019-01-15T02:36:37.000Z,11.0625,
series_b,2019-01-15T02:36:37.000Z,14.0625,
series_c,2019-01-15T02:36:37.000Z,36.25,
series_a,2019-01-15T02:41:37.000Z,11.25,
series_b,2019-01-15T02:41:37.000Z,28.5625,
series_c,2019-01-15T02:41:37.000Z,50.125,
series_a,2019-01-15T02:46:37.000Z,11.25,
series_b,2019-01-15T02:46:37.000Z,25.3125,
series_c,2019-01-15T02:46:37.000Z,75.875,
series_a,2019-01-15T02:51:37.000Z,11.125,
series_b,2019-01-15T02:51:37.000Z,5.9375,
series_c,2019-01-15T02:51:37.000Z,-1.3125,
series_a,2019-01-15T02:56:37.000Z,10.625,
series_b,2019-01-15T02:56:37.000Z,36.625,
series_c,2019-01-15T02:56:37.000Z,0.5,
series_a,2019-01-15T03:01:37.000Z,10.4375,
series_b,2019-01-15T03:01:37.000Z,18.0625,
series_c,2019-01-15T03:01:37.000Z,-106.8125,
series_a,2019-01-15T03:06:37.000Z,10.1875,
series_b,2019-01-15T03:06:37.000Z,2.625,
series_c,2019-01-15T03:06:37.000Z,117.5,
series_a,2019-01-15T03:11:37.000Z,9.875,
series_b,2019-01-15T03:11:37.000Z,14.375,
series_c,2019-01-15T03:11:37.000Z,-4.0625,
series_a,2019-01-15T03:16:37.000Z,10.0625,
series_b,2019-01-15T03:16:37.000Z,16,
series_c,2019-01-15T03:16:37.000Z,60.4375,
series_a,2019-01-15T03:21:37.000Z,9.875,
series_b,2019-01-15T03:21:37.000Z,17.125,
series_c,2019-01-15T03:21:37.000Z,183.5625,
series_a,2019-01-15T03:26:37.000Z,9.6875,
series_b,2019-01-15T03:26:37.000Z,25.75,
series_c,2019-01-15T03:26:37.000Z,-16.375,
series_a,2019-01-15T03:31:37.000Z,9.5625,
series_b,2019-01-15T03:31:37.000Z,27.4375,
series_c,2019-01-15T03:31:37.000Z,55.9375,
series_a,2019-01-15T03:36:37.000Z,9.625,
series_b,2019-01-15T03:36:37.000Z,19.5,
series_c,2019-01-15T03:36:37.000Z,-63.25,
series_a,2019-01-15T03:41:37.000Z,9.375,
series_b,2019-01-15T03:41:37.000Z,25.4375,
series_c,2019-01-15T03:41:37.000Z,240.75,
series_a,2019-01-15T03:46:37.000Z,9.4375,
series_b,2019-01-15T03:46:37.000Z,16.3125,
series_c,2019-01-15T03:46:37.000Z,64,
series_a,2019-01-15T03:51:37.000Z,9.25,
series_b,2019-01-15T03:51:37.000Z,21.1875,
series_c,2019-01-15T03:51:37.000Z,135.875,
series_a,2019-01-15T03:56:37.000Z,9.4375,
series_b,2019-01-15T03:56:37.000Z,9.25,
series_c,2019-01-15T03:56:37.000Z,140,
series_a,2019-01-15T04:01:37.000Z,9.8125,
series_b,2019-01-15T04:01:37.000Z,19.3125,
series_c,2019-01-15T04:01:37.000Z,6.625,
series_a,2019-01-15T04:06:37.000Z,9.5,
series_b,2019-01-15T04:06:37.000Z,1.3125,
series_c,2019-01-15T04:06:37.000Z,-77.25,
series_a,2019-01-15T04:11:37.000Z,9.4375,
series_b,2019-01-15T04:11:37.000Z,-4.8125,
series_c,2019-01-15T04:11:37.000Z,112.9375,
series_a,2019-01-15T04:16:37.000Z,9.4375,
series_b,2019-01-15T04:16:37.000Z,15.25,
series_c,2019-01-15T04:16:37.000Z,37.375,
series_a,2019-01-15T04:21:37.000Z,9.375,
series_b,2019-01-15T04:21:37.000Z,41.3125,
series_c,2019-01-15T04:21:37.000Z,-1.25,
series_a,2019-01-15T04:26:37.000Z,9.25,
series_b,2019-01-15T04:26:37.000Z,16.1875,
series_c,2019-01-15T04:26:37.000Z,-57.4375,
series_a,2019-01-15T04:31:37.000Z,9.3125,
series_b,2019-01-15T04:31:37.000Z,17.375,
series_c,2019-01-15T04:31:37.000Z,63.875,
series_a,2019-01-15T04:36:37.000Z,9.375,
series_b,2019-01-15T04:36:37.000Z,27.3125,
series_c,2019-01-15T04:36:37.000Z,-44,
series_a,2019-01-15T04:41:37.000Z,9.3125,
series_b,2019-01-15T04:41:37.000Z,18.375,
series_c,2019-01-15T04:41:37.000Z,-6.4375,
series_a,2019-01-15T04:46:37.000Z,9.4375,
series_b,2019-01-15T04:46:37.000Z,18.4375,
series_c,2019-01-15T04:46:37.000Z,-81.5,
series_a,2019-01-15T04:51:37.000Z,9.375,
series_b,2019-01-15T04:51:37.000Z,20.375,
series_c,2019-01-15T04:51:37.000Z,-57.4375,
series_a,2019-01-15T04:56:37.000Z,9.375,
series_b,2019-01-15T04:56:37.000Z,24.0625,
series_c,2019-01-15T04:56:37.000Z,-19,
series_a,2019-01-15T05:01:37.000Z,9.3125,
series_b,2019-01-15T05:01:37.000Z,24.125,
series_c,2019-01-15T05:01:37.000Z,-52.1875,
series_a,2019-01-15T05:06:37.000Z,9.4375,
series_b,2019-01-15T05:06:37.000Z,37.3125,
series_c,2019-01-15T05:06:37.000Z,58.6875,
series_a,2019-01-15T05:11:37.000Z,9.6875,
series_b,2019-01-15T05:11:37.000Z,17.1875,
series_c,2019-01-15T05:11:37.000Z,44.875,
series_a,2019-01-15T05:16:37.000Z,9.5625,
series_b,2019-01-15T05:16:37.000Z,45.125,
series_c,2019-01-15T05:16:37.000Z,72.5,
series_a,2019-01-15T05:21:37.000Z,9.5,
series_b,2019-01-15T05:21:37.000Z,2.9375,
series_c,2019-01-15T05:21:37.000Z,-25.8125,
series_a,2019-01-15T05:26:37.000Z,9.375,
series_b,2019-01-15T05:26:37.000Z,30.875,
series_c,2019-01-15T05:26:37.000Z,-144.625,
series_a,2019-01-15T05:31:37.000Z,9.3125,
series_b,2019-01-15T05:31:37.000Z,12.875,
series_c,2019-01-15T05:31:37.000Z,164.0625,
series_a,2019-01-15T05:36:37.000Z,9.3125,
series_b,2019-01-15T05:36:37.000Z,24.875,
series_c,2019-01-15T05:36:37.000Z,10000,biz
series_a,2019-01-15T05:41:37.000Z,9.25,
series_b,2019-01-15T05:41:37.000Z,11.5625,
series_c,2019-01-15T05:41:37.000Z,28.625,
series_a,2019-01-15T05:46:37.000Z,9.0625,
series_b,2019-01-15T05:46:37.000Z,8.5625,
series_c,2019-01-15T05:46:37.000Z,92.375,
series_a,2019-01-15T05:51:37.000Z,9,
series_b,2019-01-15T05:51:37.000Z,21.3125,
series_c,2019-01-15T05:51:37.000Z,212.125,
series_a,2019-01-15T05:56:37.000Z,9.0625,
series_b,2019-01-15T05:56:37.000Z,9.8125,
series_c,2019-01-15T05:56:37.000Z,229,
series_a,2019-01-15T06:01:37.000Z,9,
series_b,2019-01-15T06:01:37.000Z,22.1875,
series_c,2019-01-15T06:01:37.000Z,-65.75,
series_a,2019-01-15T06:06:37.000Z,9.1875,
series_b,2019-01-15T06:06:37.000Z,22,
series_c,2019-01-15T06:06:37.000Z,139.875,
series_a,2019-01-15T06:11:37.000Z,9.125,
series_b,2019-01-15T06:11:37.000Z,21.25,
series_c,2019-01-15T06:11:37.000Z,-40.875,
series_a,2019-01-15T06:16:37.000Z,9.0625,
series_b,2019-01-15T06:16:37.000Z,11.6875,
series_c,2019-01-15T06:16:37.000Z,77.9375,
series_a,2019-01-15T06:21:37.000Z,9,
series_b,2019-01-15T06:21:37.000Z,14.5625,
series_c,2019-01-15T06:21:37.000Z,-104.9375,
series_a,2019-01-15T06:26:37.000Z,9.125,
series_b,2019-01-15T06:26:37.000Z,9.5625,
series_c,2019-01-15T06:26:37.000Z,-25,
series_a,2019-01-15T06:31:37.000Z,9.125,
series_b,2019-01-15T06:31:37.000Z,13.4375,
series_c,2019-01-15T06:31:37.000Z,70.3125,
series_a,2019-01-15T06:36:37.000Z,9.1875,
series_b,2019-01-15T06:36:37.000Z,13.375,
series_c,2019-01-15T06:36:37.000Z,22.25,
series_a,2019-01-15T06:41:37.000Z,9.1875,
series_b,2019-01-15T06:41:37.000Z,6.125,
series_c,2019-01-15T06:41:37.000Z,146.75,
series_a,2019-01-15T06:46:37.000Z,8.9375,
series_b,2019-01-15T06:46:37.000Z,11.9375,
series_c,2019-01-15T06:46:37.000Z,139.5,
series_a,2019-01-15T06:51:37.000Z,9,
series_b,2019-01-15T06:51:37.000Z,9.875,
series_c,2019-01-15T06:51:37.000Z,-194.4375,
series_a,2019-01-15T06:56:37.000Z,8.8125,
series_b,2019-01-15T06:56:37.000Z,12.75,
series_c,2019-01-15T06:56:37.000Z,-33.4375,
series_a,2019-01-15T07:01:37.000Z,9,
series_b,2019-01-15T07:01:37.000Z,26.9375,
